,content,score,clean_content,sentiment
433,"Aplikasi ini Sangat berguna Di saat tidak ada paket,Karena bisa main secara offline , tapi ada satu masalah yg ada yaitu Masuk tiktok nya lama banget. kalo hp android",4,aplikasi berguna paketkarena main offline yg masuk tiktok nya banget hp android,2
434,"bintang 1 kenapa tiktoknya tidak bisa dibuka???? how comeee??! sudah di tap tap logonya tetapi sama aja ga bisa masuk. anehh bgt, tolong bantuannya bagian developer untuk memperbaiki permasalahan tsb😊😊🙏🙏🙏 sangat menggangu 😊😊😊😊😊😊😊 Atas perhatian dan kerjasamanya, saya ucapkan terima kasih🙏",1,bintang tiktoknya dibuka how come tap tap logonya masuk anehh banget tolong bantuannya developer memperbaiki permasalahan tsb menggangu perhatian kerjasamanya ucapkan terima kasih,0
435,"Sya beri bintang lima karena,aplikasi ini sangat membantu saya biasa nya saya menghafal surat Al'Qhomah di Aplikasi ini ini sangat bagus dan cocok dimasukan dalam play store mungkin itu saja Terimakasih maaf jika ada kesalahan🙏😀",5,sya bintang karenaaplikasi membantu nya menghafal surat alqhomah aplikasi bagus cocok dimasukan play store terimakasih maaf kesalahan,2
436,Tiktok makin jaya tp kecewa update yg skrng...gak bsa menggunakan aplikasi versi skrng.. untuk android versi invinix smart 6 plus . Ya utarakan kekecewaan ini.terimh ksih,1,tiktok jaya kecewa update yg skrngtidak bsa aplikasi versi skrng android versi invinix smart plus ya utarakan kekecewaan initerimh ksih,0
437,Kenapa di HP saya Huawei Nova 5T install sekiranya 2 minggu Buka aplikasi selalu close sendiri. Setelah di uninstall terus download ulang lagi bisa dibuka lagi tapi setelah 2 minggu lagi-lagi aplikasinya tidak bisa dibuka kembali.,1,hp huawei nova install minggu buka aplikasi close uninstall download ulang dibuka minggu lagilagi aplikasinya dibuka,0
438,"Jernih sekali resolusi videonya dan sangat halus sekali, jadi nyaman menonton video pendek di aplikasi ini, fiturnya juga sangat lengkap memudahkan kita untuk mengupload video maupun mengedit video pendek dengan maksimal tanpa ada kendala, sangat disayangkan Karena saya belum fyp walaupun saya sering mengupload video, tolong untuk admin jika saya mengupload video agar diviralkal ya, itu aja saran dari saya semoga untuk kedepannya tambah lebih baik dan lebih berkembang dari yang sebelumnya",5,jernih resolusi videonya halus nyaman menonton video pendek aplikasi fiturnya lengkap memudahkan mengupload video mengedit video pendek maksimal kendala disayangkan fyp mengupload video tolong admin mengupload video diviralkal ya saran semoga kedepannya berkembang,2
439,"ngelag parah . pas buka apk nya cuma mentok di logo gabisa kebuka apliksinya . parah bgt , terus kalo nonton live juga ngelag parah bgt . jelek bgt biasa nya gak kaya gini padahal . kecewa banget . tolong perbaiki",1,ngelag parah pa buka aplikasi nya mentok logo gabisa kebuka apliksinya parah banget nonton live ngelag parah banget jelek banget nya kaya gini kecewa banget tolong perbaiki,0
440,Tolong ya untuk pengiriman paket wajib sertakan foto saat paket terkirim kek toko oren. Biar cust tau siapa yg nerima paket. Barusan aja ngalamin paket terkirim tapi gatau siapa yg nerima. Kurir hp nya ga aktif dan paketku gatau terkirim kemana krna ga ada fotonya .,3,tolong ya pengiriman paket wajib sertakan foto paket terkirim kek toko oren biar cust yg nerima paket barusan ngalamin paket terkirim gatau yg nerima kurir hp nya aktif paketku gatau terkirim kemana krna fotonya,1
441,"Tolong untuk tiktok kalau ngasih kode otp mau daftar akun baru jangan lewat WhatsApp saja .... Di kasih pilihan sms dan telepon ke nomor kartu tapi otpnya gak muncul"" ....padahal kartunya masih aktif ...",1,tolong tiktok ngasih kode otp daftar akun whatsapp kasih pilihan sm telepon nomor kartu otpnya muncul kartunya aktif,0
442,"Saya beri satu bintang, kenapa biayaya iklan tiktok saya , tidak bisah ditarik dan kenapa , video saya di bilang kualitas rendah, kalau memang dari awal video saya kualitas nya rendah jangan disetujui promosi nya😡, tolong konfirmasi nya",1,bintang biayaya iklan tiktok bisah ditarik video bilang kualitas rendah video kualitas nya rendah disetujui promosi nya tolong konfirmasi nya,0
443,"Saya suka, tpi adminya kurang memperhatikan kenyamanan penggunanya, trutama traffic penayanganya sangat lemah dan minim.banyak penggunanya kecewa trhadap adminnya, dan dikit dikit kena pelanggaran, mau banding jg ditolak dlm tempo 5detik.intinya kebanyakan penggunanya kecewa. Tolong diperbaiki kinerja adminnya. 🙏🙏",5,suka tpi adminya memperhatikan kenyamanan penggunanya trutama traffic penayanganya lemah minimbanyak penggunanya kecewa trhadap adminnya dikit dikit kena pelanggaran banding ditolak tempo detikintinya kebanyakan penggunanya kecewa tolong diperbaiki kinerja adminnya,2
444,"Ah payah dah apknya..,masa habis di update langsung jd bug..mlh bikin eror hp jd lemot.. Cb deh,di bnerin slagi mash bisa di perbaiki perbaiki dah sebelum pengguna tiktok beralih ke apk yg lain.",1,ah payah dah apknyamasa habis update langsung jd bugmlh bikin eror hp jd lemot cb dehdi bnerin slagi mash perbaiki perbaiki dah pengguna tiktok beralih aplikasi yg,0
445,Aplikasi nya lumayan bagus tapi ada masalah terlalu banyak bug mulai dari ada nya iklan yang membuat bug pada tiktok,3,aplikasi nya lumayan bagus bug nya iklan bug tiktok,1
446,"tiktok sekarang banyak bug,saya mau upload konten tapi dibisukan oleh tiktok lalu saya tidak mengetik yang aneh2 tapi akun saya kena pelanggaran bunuh diri. ini bagaimana tanggapannya pihak tiktok tolong ditanggapi",1,tiktok bugsaya upload konten dibisukan tiktok mengetik aneh akun kena pelanggaran bunuh tanggapannya tiktok tolong ditanggapi,0
447,"fitur simpan draft nya kok di hp ku gabisa? padahal di beberapa orang sudah bisa.. yang bener dong jngn pilih pilih, ak kan jg mau nyimpen draft tiktok tanpa di post dulu",4,fitur simpan draft nya hp ku gabisa orang bener jngn pilih pilih ak nyimpen draft tiktok unggah,2
448,"bagus, kalo ga mood buka tiktok aja fyp nya langsung ngehibur, cocok buat kalo butuh hiburan & kalo lagi galau,tapi di aku bug kadang tolong perbaiki bug ya.",4,bagus mood buka tiktok fyp nya langsung ngehibur cocok butuh hiburan galautapi bug kadang tolong perbaiki bug ya,2
449,Buat developer nya Tolong diperbaiki bug nya saya ingin mengupdate aplikasi nya tapi tidak bisa dan pada saat dipakai aplikasi nya sering keluar sendiri tolong diperbaiki lagi aplikasi nya 🙏🙏🙏,3,developer nya tolong diperbaiki bug nya mengupdate aplikasi nya dipakai aplikasi nya tolong diperbaiki aplikasi nya,1
450,"Sumpah gess, Untuk Tiktok tolong perbaiki lagi, saya baru menggunakan aplikasi ini belum sampai seminggu sudah tidak bisa memposting ulang video lagi, saya benar-benar kecewa, karena saya gelisah klo gk post ulang video 😭",1,sumpah gess tiktok tolong perbaiki aplikasi seminggu memposting ulang video benarbenar kecewa gelisah gk unggah ulang video,0
451,"Tiktok reward. syaratnya harus undang orang, dan orang yang di undang haris nonton video tiktok minimal 30 menit sehari selama 10 hari, sedangkan masa berlaku rewardnya aja 7 hari sudah expired. Maksudnya gimana sih? Mending gak usah kasih reward undang orang kalo syaratnya ga masuk akal",1,tiktok reward syaratnya undang orang orang undang haris nonton video tiktok minimal menit sehari berlaku rewardnya expired maksudnya gimana sih mending kasih reward undang orang syaratnya masuk akal,0
452,"Tolong tiktok baca koment lah, walaupun kalian buatan china tapi setidaknya kalau niat buat aplikasi jangan setengah-setengah lah, komen aja gk di baca, masih nge stuck di logo ni tiktok pas mau di buka, paling kalau udah di baca komennya gk gini ni tiktok",1,tolong tiktok baca koment buatan china niat aplikasi setengahsetengah komen gk baca nge stuck logo ni tiktok pa buka baca komennya gk gini ni tiktok,0
453,"Aneh, tiap nonton VT gak bisa sampai full nontonya, pasti berhenti di detik 20 ..mau pake wifi kek atau data kek sama aja..",1,aneh nonton vt full nontonya berhenti detik pake wifi kek data kek,0
454,"Aplikasinya bagus,,tap ko hanya bertahan 2 hari setiap duahari. Harus dinload trus, krna tidak bisa di buka setelah pemakaian 2 hari, sudah berkali kali seperti itu",1,aplikasinya bagustap ko bertahan duahari dinload trus krna buka pemakaian berkali kali,0
455,Ini sangat buruk setiap baru saja mendownload aplikasi ini sudah banyak sekali bug yang terjadi seperti setelah memasukkan usia yang ideal namun sering tidak dianggap memenuhi syarat,1,buruk mendownload aplikasi bug memasukkan usia ideal dianggap memenuhi syarat,0
456,"tiktok sekarang jadi sulit,, saya telah refund pengembalian dana dari akun ads iklan sudah di proses tapi dana tidak masuk ke rekening saya total kerugian 3jt++ sama pihak tiktok udah bikin laporan nggak ada jawaban sama sekali",1,tiktok sulit refund pengembalian dana akun ad iklan prose dana masuk rekening total kerugian jt tiktok bikin laporan,0
457,Aplks nya bagus tapi lama² Jadi banyak bug dan tiba² aplks nya itu Jadi besar terus ada tulisan pulihkan itu Kenapa ya Aku gak tau?? and Kok Aku mau Ganti Nama akun gak bisa dipencet Dan Aku juga mau tambahin bio gak bisa,3,aplks nya bagus bug aplks nya tulisan pulihkan ya and ganti nama akun dipencet tambahin biodata,1
458,"Ini gimna si masa mau upload Vidio buat tiktok affiliate ga muncul tautan produk/ keranjang kuningnya ,udah di update versi terbaru,udah di bersihkan juga ttp ga bisa..tolong dong diperbaiki😡",1,gimna si upload vidio tiktok affiliate muncul tautan produk keranjang kuningnya update versi terbarusudah bersihkan ttp bisatolong diperbaiki,0
459,"Aplikasi nya lama"" payah terlalu berat...dah gitu kalo abis di update malah gak bisa di buka mentok di logo gimana sih... aplikasi kebnyakan makan data doang.",1,aplikasi nya payah beratdah abis update buka mentok logo gimana sih aplikasi kebnyakan makan data doang,0
460,"Apk ni favorit ku dari Masa cofid Tapi Jujur Smnjak Bekerja sama sama Tokopedia Kenapa mahal di ongkir Belanja di Tik tok lebih murah di aplikasi Oren Jujur ya, Walaupun udah pakai voucher tetap aja segitu mahal nya kalo di Oren bisa 0 ongkir apalagi kalo pas live Ada potongan harga lagi tolong dong di tingkat kan lagi biar bisa belanja di Tiktok, Mahal bgt ongkir 30-65k setelah pakai voucher jadi 16k, di Oren Gratis 😭",2,apk ni favorit ku cofid jujur smnjak tokopedia mahal ongkir belanja tik tok murah aplikasi oren jujur ya pakai voucher segitu mahal nya oren ongkir pa live potongan harga tolong tingkat belanja tiktok mahal banget ongkir pakai voucher oren gratis,0
461,"tiktok nya susah di buka sudah di pencet bekali"" ga kebuka dan harus hapus download lagi baru bisa ini aja udah 4× hapus download nya,ini emng dri hp atau emang aplikasi ny?,soalnya buka aplikasi lainnya biasa aja",4,tiktok nya susah buka pencet bekali kebuka hapus download hapus download nyaini emng dri hp emang aplikasi nysoalnya buka aplikasi,2
462,"Maaf tiktok saya kok aneh ya bagian kamera kan biasa nya tiktok orang orang ada posting, dan edet, ada Al nya juga tapi punya saya hanya tulisan posting. Pengikut saya sudah 491 tapi ngak bisa live sedangkan yang pengikut nya 200 udah bisa",5,maaf tiktok aneh ya kamera nya tiktok orang orang mengunggah edet al nya tulisan mengunggah pengikut ngak live pengikut nya,2
463,"aplikasi nya bagus banget buat penghilang gabut, cuma kadang ngelag jadi ga suka di bagian lag nya apalagi kalo suka logout sendiri . pliss perbaikin ya",4,aplikasi nya bagus banget penghilang gabut kadang ngelag suka lag nya suka logout pliss perbaikin ya,2
464,"Bagus,aku suka cuman kurangi video yg gak baik untuk anak anak,dan juga kurangi bahasa bahasa kotor apalagi anak yg udah tau membaca,dan juga banyak orang yang cuma salah ngomong langsung di hujat termasuk aku juga,padahal lagi ngomong baik²,udh yh cuma itu aja",3,bagussaya suka cuman kurangi video yg anak anakdan kurangi bahasa bahasa kotor anak yg membacadan orang salah ngomong langsung hujat jugapadahal ngomong baiksudah yh,1
465,"Pesanan kalo sudah dibatal kan, harusnya tidak dikirim. Ini kenapa tetap dikirim tanpa adanya konfirmasi terlebih dahulu. Kebijakan aplikasi dimana? Banyak toko abal2 dibiarin. Kecewa banget.",1,pesanan dibatal dikirim dikirim konfirmasi kebijakan aplikasi dimana toko abal dibiarin kecewa banget,0
466,"Tolong hadirkan fitur mode gelap dong, kalo malem² mau liat tt suka tersiksa karna gaada mode gelapnya Update terbaru 2024: Wah akhirnya ada mode gelap, fitur paling saya butuhkan dari dulu, goodjob tiktok 👏🏽🥹",5,tolong hadirkan fitur mode gelap malem liat tt suka tersiksa karna gaada mode gelapnya update terbaru mode gelap fitur butuhkan goodjob tiktok,2
467,Belanja di lev tiktok. Saya malah kena tipu. Sudah TF. Rp.1720000. waktu lev lagi saya tnya kapan barang saya akan di kirim malah di blokir. Saya coba unggah hasil percakapan saya d wa . Di tiktok saya kena pelanggaran. Cuman bisa pasrah. Dan slalu berdoa semoga yang nipu saya slalu berjaya dan berkah untuk anak istrinya...,2,belanja lev tiktok kena tipu tf rp lev tnya barang kirim blokir coba unggah hasil percakapan whatsapp tiktok kena pelanggaran cuman pasrah slalu berdoa semoga nipu slalu berjaya berkah anak istrinya,0
468,"Tiktok shop nya sekarang sudh gk ky dulu lg, sekarang klu pakai voucher gratis ongkir/diskon banyak sekali syarat nya dan gk semua toko dpt gratis ongkir,dan hrga2 nya pun sekarang mahal2,sdh gtu sekrang ikut2an ada biaya pelayanan dan penanganan,sudah gk tertarik lg blnja di tiktok shop, bnyak aturan minim voucher gratis ongkir..",1,tiktok shop nya sudh gk ky klu pakai voucher gratis ongkirdiskon syarat nya gk toko gratis ongkirdan hrga nya mahalsdh gtu sekrang ikutan biaya pelayanan penanganansudah gk tertarik blnja tiktok shop bnyak aturan minim voucher gratis ongkir,0
469,Setelah di perbaharui efek camera jadi hilang semua edit:tiktok jangan suka suka menghapus vt yg kami upload..jangan sering2 menganggap kami melakukan pelanggaran dg bahasa yg kami gunakan..jangan main blokir permanen akun kami..bintang masih saya kasih 1..,5,perbaharui efek camera hilang edittiktok suka suka menghapus vt yg uploadjangan menganggap pelanggaran dg bahasa yg gunakanjangan main blokir permanen akun kamibintang kasih,2
470,"Kenapa Tiktok sekarang Bosen Banget, Setiap Upload Video Pasti Postingan di batasi, Padahal Itu Video Aman, Video Editan, masa di Batasi Terus. Kecewa banget sekarang mah, Aku kasih Rating 2 bintang⭐ aja.",2,tiktok bosen banget upload video postingan batasi video aman video editan batasi kecewa banget mah kasih rating bintang,0
471,"Mesin pencarian rusak mau cari kata kunci apa aja yang muncul konten dewasa, orang orang miskin kain,sama rekomendasi pencarian nya yang terkesan R18 banget. tolong di perbaiki ya terutama bagian search engine nya (disclaimer padahal saya gak pernah like dan nonton full video yang gak senonoh malah saya blokir) trimakasih",1,mesin pencarian rusak cari kunci muncul konten dewasa orang orang miskin kainsama rekomendasi pencarian nya terkesan banget tolong perbaiki ya search engine nya disclaimer menyukai nonton full video senonoh blokir trimakasih,0
472,"Aplikasinya sangat ngelag terutama kamu handphone yang berkapasitas rendah, aplikasi Tik Tok hanya cocok digunakan untuk handphone bertipe tinggi, jadi Saran saya untuk aplikasi ini untuk dirampingkan lagi memorinya karena terlalu memakan banyak ruang penyimpanan, kalau untuk aplikasinya tersendiri sudah sangat bagus sekali dan sangat beragam videonya, saran untuk aplikasi ini tolong blokir untuk video yang keluar karena banyak anak-anak yang menonton, itu aja saran dari saya terima kasih",5,aplikasinya ngelag handphone berkapasitas rendah aplikasi tik tok cocok handphone bertipe saran aplikasi dirampingkan memorinya memakan ruang penyimpanan aplikasinya tersendiri bagus beragam videonya saran aplikasi tolong blokir video anakanak menonton saran terima kasih,2
473,"tiktok kenapa ya aplikasinya keluar sendiri, ngelag banget padahal hpnya gak ngelag, lama banget lagi loading ya, tolong diperbaiki lagi, kecewa banget kacau!",1,tiktok ya aplikasinya ngelag banget hpnya ngelag banget loading ya tolong diperbaiki kecewa banget kacau,0
474,Aplikasi tiktok sya berhenti trus gak bisa di buka padahal Sudah di perbarui masih tetep gak bisa di buka. Untuk yg menglola tiktok mohon di perbaiki Maslah ini 🙏🙏,1,aplikasi tiktok sya berhenti trus buka perbarui tetep buka yg menglola tiktok mohon perbaiki maslah,0
475,"Untuk aplikasi nya bagus tapi kalo liat 2 vidio langsung keluar dengan sendirinya, bahkan pas mau masuk lagi ga bisa keluar terus ,, tolong di perbaiki minnn🙏🙏",2,aplikasi nya bagus liat vidio langsung pa masuk tolong perbaiki min,0
476,Koin bisa ditukar menjadi rupiah. Kalau untuk penilaian produk kurang karena saat produk diterima tidak ada foto si penerima. Jadi harus was-was kalau-kalau salah alamat. Tolong diperbaiki. Untuk masalah barang yang diterima rusak tidak ada tindak lanjutnya. Kalau si toko oranye sudah bagus.,1,koin ditukar rupiah penilaian produk produk diterima foto si penerima waswas kalaukalau salah alamat tolong diperbaiki barang diterima rusak tindak si toko oranye bagus,0
477,"aplikasinya udah bagus, tp tolong balikin fitur dm di akun saya yang tiba tiba hilang hanya karena saya mengetik “smp” di dm, dan saya mendapatkan notifikasi “pembaruan akun: dibatasi usia minimal 16 tahun”",3,aplikasinya bagus tolong balikin fitur pesan langsung akun hilang mengetik smp pesan langsung notifikasi pembaruan akun dibatasi usia minimal,1
478,Tiktok parahhh ...eror terus susah di buka dalam misi harian sering banget ilang pencarian koin di nonton vidio. Parahnya lagi kalau eror tidak cukup jam jaman bahkan sampai 2 tiga hari kerja pun belom pasti. Padahal di liat playstor tidak ada pembaharuan tapi eror hihhh makin lama pakai makin malas juga lama lama di hapus,1,tiktok parah eror susah buka misi harian banget ilang pencarian koin nonton vidio parahnya eror jam jaman kerja liat playstor pembaharuan eror hih pakai malas hapus,0
479,om tik tok kok api saya sama temen saya gabisa hidup kenapa ya ngebug soalnya udah di chat dari pagi chat nya ga masuk sedangkan di HP kawan saya masuk om tik tok tolong di perbaiki atau ngga api kami mati plisss,4,om tik tok api temen gabisa hidup ya ngebug chat pagi chat nya masuk hp kawan masuk om tik tok tolong perbaiki ngga api mati plis,2
480,Kenapa setiap mau main apk nya tidak bisa saya meminta agar ini di perbaiki dan kenapa saya beri bintang 4 karna menurut saya apk inih udh bagus karna ada per bug kan jadi gitu lh jadi tolong benerin apk nya y😍,4,main aplikasi nya perbaiki bintang karna aplikasi inih bagus karna bug lh tolong benerin aplikasi nya,2
481,"Kenapa tiktok saya ngelag, Padahal sudah saya update, ketika saya melihat live orang jualan, nnton beberapa detik langsung kembali kelayar awal, sebelum nya tiktok saya tidak pernah ngelag,",2,tiktok ngelag update live orang jualan nnton detik langsung kelayar nya tiktok ngelag,0
482,"ini kenapa error sih?? gabisa buka video tiktok soalnya katanya sinyalnya gangguan. padahal buka lewat search bisa, terus buka tokped nya juga bisa. tolong donggg benerinn",1,error sih gabisa buka video tiktok sinyalnya gangguan buka search buka tokped nya tolong dong benerinn,0
483,aplikasi apaaaaan ini mau ubah nama gak jadi mau ubah profil gak jadi juga aplikasi ini jelek bangat pokoknya yang download nanti nyesal dam jangn download mending download tiktok lite ajah enak ramnya kecil dan dan hemat data dan pokoxnya enak banget mending download tiktok lite dari pada ini Terimakasih mohon untuk diperbaiki di update berikutnya 🙏,1,aplikasi apaaan ubah nama ubah profil aplikasi jelek bangat pokoknya download nyesal dam jangn download mending download tiktok lite ajah enak ramnya hemat data pokoxnya enak banget mending download tiktok lite terimakasih mohon diperbaiki update,0
484,"Bug masih blm diatasi...Woii TikTok penyimpanan gua masih banyak genshin impact aja masih lancar dihp gua, masa gkbisa dibuka jga harus bolak balik install uninstall, sudah banyak ngikutin cara di yt masih jga begini,dasar developer Baik hati🤬",1,bug diatasiwoii tiktok penyimpanan gua genshin impact lancar dihp gua gkbisa dibuka jga bolak install uninstall ngikutin yt jga beginidasar developer hati,0
485,fitur baru nya parah bug bikin hp ngelag padahal penyimpanan masih banyak hp juga lancar terus tapi semenjak ada fitur baru buka tiktok gabisa malah frame ngelag tolong perbaiki,1,fitur nya parah bug bikin hp ngelag penyimpanan hp lancar semenjak fitur buka tiktok gabisa frame ngelag tolong perbaiki,0
486,Ini tiktok saya kenapa ya saya baru saja update tapi saat saya masuk lagi ke tiktok nya tidak bisa malah keluar sendiri saya sudah hapus kembali tapi ttp tidak bisa semoga di perbaiki lagi ya 🙏,3,tiktok ya update masuk tiktok nya hapus ttp semoga perbaiki ya,1
487,"Sumpah ini tiktok makin gak jelas, saya sebagai affiliate sangat kecewa, baru posting langsung kena pelanggaran, padahal sudah ngerekam, ngedit dll itu juga butuh waktu dan tenaga, ini masih aja dikira saya nyuri vidio orang!! Kan ya gak jelas, yang nyuri vidio orang aja lolos dari pelanggaran lah kenapa akun saya sensi? Ajukan banding juga ditolak terus😂",2,sumpah tiktok affiliate kecewa mengunggah langsung kena pelanggaran ngerekam ngedit dll butuh tenaga nyuri vidio orang ya nyuri vidio orang lolo pelanggaran akun sensi ajukan banding ditolak,0
488,"Tiktok sangat kurang rekomend, menghilangkan akun Yang mengedukasi malah mengijinkan postingan yang berpakaian tak senonoh ... Sangat buruk!! Saya kecewa karna akun saya hilang tampa ada pemberitahuannya terkait 1x24 jam.. Menjijikkan!!!!",1,tiktok rekomend menghilangkan akun mengedukasi mengijinkan postingan berpakaian senonoh buruk kecewa karna akun hilang tampa pemberitahuannya terkait jam menjijikkan,0
489,"Mohon diperbaiki lagi Tiktok: 1. Trafic penonton saat live jadi sepi, live 4 jam hanya sekitar 200-300an org aja, Yang sebelumnya bisa menjapai ribuan. 2. Fitur +Multi Guest Hilang padahal akun kondisi sehat. 3. Ohya sekarang saya perhatikan live tiktok Sangat sensistive, dikit-dikit kena PL, kita beraktifitas dan aktif malah dibilang tidak ada kegiatan dll. Terima kasih banyak sebelumnya",2,mohon diperbaiki tiktok trafic penonton live sepi live jam an orang menjapai ribuan fitur multi guest hilang akun kondisi sehat ohya perhatikan live tiktok sensistive dikitdikit kena pl beraktifitas aktif dibilang kegiatan dll terima kasih,0
490,abis update tiktok ga bisa masuk aplikasinya pas dipencet langsung keluar lagi taiiiii!!!. gimana sih gajelas banget akun gua gimana ituuu ah elah ga jelas bangett!!. intinya sekarang tiktok kebanyakan bugg!!,1,abis update tiktok masuk aplikasinya pa dipencet langsung taiii gimana sih gajelas banget akun gua gimana itu ah elah bangett intinya tiktok kebanyakan bugg,0
491,Aplikasi yang sangat menyenangkan dan menarik. Saya betah menonton di apk ini Krn banyak ilmu yang bisa dipelajari. Pokoknya aplikasinya kereen. Sukses selalu tiktok,5,aplikasi menyenangkan menarik betah menonton aplikasi krn ilmu dipelajari pokoknya aplikasinya kereen sukses tiktok,2
492,"ini tiktok kenapa ya? udah sehari ngebug kaya gini, aneh bgt. tertulis nggak ada internet padahal lancar dan bisa buka aplikasi lain. ngirim pesan ke temen bisa, liat profile temen bisa, tapi kl liat video di fyp/daftar mengikuti ga bisa karena katanya ga ada internet. pls dong diperbaiki!!! ANNOYING BGT DHHH TIKTOK GRGRGRGGGR NGESELIN PARAH SAMPE SKRNG MASIH DOWWNNNN. HELLOOOO TIKTOKKKKK????? ARE U GOOOD",3,tiktok ya sehari ngebug kaya gini aneh banget tertulis internet lancar buka aplikasi ngirim pesan temen liat profil temen liat video fypdaftar mengikuti internet pls diperbaiki annoying bgt dh tiktok grgrgrgr ngeselin parah sampe skrng dowwnn helloo tiktokkk are god,1
493,Developer tiktok tolong di perbaiki bug apk yang tidak bisa masuk sering keluar terus dari apk tolong di perbaiki lagi,1,developer tiktok tolong perbaiki bug aplikasi masuk aplikasi tolong perbaiki,0
494,"kenapa akhir"" ini apk tiktok lama banget bukanya, klu lama utk bukanya, dikembalikan bikin hp ngelag, lemot, sdh dihapus didownload lg tp waktu download stlh itu jg lemot, tolong dong min diperbarui lg biar enak 😢😢",2,aplikasi tiktok banget bukanya klu utk bukanya dikembalikan bikin hp ngelag lemot sdh dihapus didownload download lemot tolong min diperbarui enak,0
495,Bagus banget tapi plis banget aplikasi tiktok nya kalau misalnya di tap tap tuh lama banget tolong dong jangan kaya gini lagi jadi ny harus di download ulg klu misalnya kaya gitu hrus di download ulg 😣🗿,5,bagus banget plis banget aplikasi tiktok nya tap tap banget tolong kaya gini ny download ulg klu kaya hrus download ulg,2
496,"setelah update ko makin gajelas ya?,setiap kali mau scrol 3/4 vt ko keluar?,apa yang terjadi pada tiktok?,ko keluar keluaran terus?,apakah tiktok udah tidak lagi mendukung ram 2GB ?",1,update ko gajelas yasetiap kali scrol vt ko keluarapa tiktokko keluaran terusapakah tiktok mendukung ram gb,0
497,"ditempat saya ga ada slowmo patah-patah, kemarin sempat ada tapi uda hilang, pilih kasih, jelek tidak ada slowmo patah2, tolong kalo bisa ini slowmonya tambahin di hp saya",4,ditempat slowmo patahpatah kemarin uda hilang pilih kasih jelek slowmo patah tolong slowmonya tambahin hp,2
498,"Setiap saya mencari konten2 tertentu pasti muncul video negatif, misalkan saya cari video Spiderman yang keluar malah cewek geol²😹 yg bener lahh sesuai pencariannya,masa stiap komenan ada aja pencarian MISAL (ZAHRA 8 MENIT ZOOM) apalaa😹",5,mencari konten muncul video negatif cari video spiderman cewek geol yg bener lahh sesuai pencariannyamasa stiap komenan pencarian zahra menit zoom apalaa,2
499,"Tik tok kenapa sekarang sering eror ga bisa di buka terus,,,tolong di perbaiki biar ga sering eror ga bisa di buka,kasih bintang segitu dulu masih eror,dah tiga x download ulang bkin hp blenk,mkin ksni mlh mkin aneh mo d buka susah,tlong di perbaiki",3,tik tok eror buka terustolong perbaiki eror bukakasih bintang segitu erordah download ulang bkin hp blenkmkin ksni mlh mkin aneh buka susahtlong perbaiki,1
500,"Knp ya, tiap masuk TT,GK bisa. Padahal semlm bisaa, ud berapa hari kyk gini,, bisanya masuk, q delete, terus q download lagi, isi nomor, baru bisa ada yang sama KH,,",1,knp ya masuk ttgk semlm bisaa ud kyk gini bisanya masuk delete download isi nomor kh,0
501,tolong bilangin ke dc nya sebelum neror org liat dulu tagihan payletter ny udh dibayar belum. tagihan udh dibayar 3 hari yg lalu masih juga nelpon2 tiap harinya sampai nelpon kekontak darurat. kecuali tagihan belum dibayar..,2,tolong bilangin dc nya neror orang liat tagihan payletter ny dibayar tagihan dibayar yg nelpon harinya nelpon kekontak darurat kecuali tagihan dibayar,0
502,"selalu di upgrade setiap ada pembaruan, tapi entah kenapa dari dulu tidak ada fitur foto di kamera tiktok saya, kemarin pernah ada sekali tapi setelah itu gak ada sampai sekarang, itu di karnakan apa ya?",4,upgrade pembaruan fitur foto kamera tiktok kemarin karnakan ya,2
503,"Seru sih bisa chatan jg bisa saling follow tpi sering banget banyak notifikasi dari TikTok tolong di hentikan saja,saya suka jg saya selalu GK naik naik followers saya, tiktok tolong banyakin followers saya di naikin🫣,name:.anisa.anisa70",4,seru sih chatan follow tpi banget notifikasi tiktok tolong hentikan sajasaya suka gk pengikut tiktok tolong banyakin pengikut naikinnameanisaanisa,2
504,Masalah nya saya itu ada beberapa apk kaya keluar sendiri terus tiba2 kaya ada beberapa iklan ini mengganggu ku tolong yaa ini di perbaiki sedikit ini bener2 kaya keanehan 🤔🤔,4,nya aplikasi kaya kaya iklan mengganggu ku tolong yaa perbaiki bener kaya keanehan,2
505,"Sy kasih bintang 4, karena... Sy skrg tdk bisa kirim pesan di tiktok, dan tidak bisa melihat notif siapa yg mengunjungi akunku... Itu sj ulasan dari sy... Terima kasih 🙏",4,sy kasih bintang sy kirim pesan tiktok notifikasi yg mengunjungi akunku sj ulasan terima kasih,2
506,Tik tok Slalu yang terbaik cocok buat hiburan. Saya mau membeli promosi tapi harus minta nomor kode dana sedangkan nomor dana saya hilang jadi tidak bisa beli promosi. Padahal beli koin bisa tanpa di minta kode nomor telepon dana🥰,5,tik tok slalu terbaik cocok hiburan membeli promosi nomor kode dana nomor dana hilang beli promosi beli koin kode nomor telepon dana,2
507,Kenapa tik tok saya tidak bisa di gunakan saya sudah berusaha membuka tiktok tapi cumak gambar tik tok nya yang keluar saya tunggu sampai 1jam tapi belum juga masuk kedalam tik tok nya mohon untuk segera di perbaiki terimakasih,4,tik tok berusaha membuka tiktok cumak gambar tik tok nya tunggu jam masuk kedalam tik tok nya mohon perbaiki terimakasih,2
