,content,score,clean_content,sentiment
1491,Di update malah ngebug gabisa ngembaliin editan kocak kocak.,1,update ngebug gabisa ngembaliin editan kocak kocak,0
1492,"Kelebihan: banyak fitur. Bisa ambil tamplet. Premium gratis pemula. Edit mudah. Kekurangan: disaat download file tidak ada informasi selesainya kapan atau persen dalam unduhan, maka dari itu filenya tidak tau kapan selesai download seperti stuck. Jika keluar terkadang file yang kita buat jadi ngulang buat awal (tidak tersimpan). Lama dalam unduhan, jaringan aman, memori aman. Tolong perbaiki.... Dah lah uninstal aja",2,kelebihan fitur ambil tamplet premium gratis pemula edit mudah kekurangan disaat download file informasi selesainya persen unduhan filenya selesai download stuck terkadang file ngulang tersimpan unduhan jaringan aman memori aman tolong perbaiki dah uninstal,0
1493,cocok buat pelajar mengdesain dengan mudah 👍,5,cocok pelajar mengdesain mudah,2
1494,"Bagus,aku buat tugas poster lebih gampang dan gk susah lagi dehh",5,bagussaya tugas poster gampang gk susah dehh,2
1495,bagus sekali untuk mengerjakan tugas 👍👍👍,5,,2
1496,"tertarik editing foto dan video.. , sangat membantu. Terlebih untuk saya yg pemula.",4,tertarik editing foto video membantu yg pemula,2
1497,"Terima kasih, Canva. Saya mendapatkan masa uji coba gratis selama 14 hari untuk bisa mengakses fitur premium dari Canva. Hal tersebut sangat menguntungkan bagi saya. Thank you very much, Canva!",5,terima kasih canva uji coba gratis mengakses fitur premium canva menguntungkan thank you very much canva,2
1498,buat yg pen belajar desain disini aj dijamin wadidaw sekali aplikasi nya,5,yg pen belajar desain dijamin wadidaw aplikasi nya,2
1499,Bagus banget karena ada app ini saya selesai kan tugas saya dengan gampang,5,bagus banget app selesai tugas gampang,2
1500,aplikasi yang paling mantap betul..,5,,2
1501,"Sekarang sering eror, padahal udah di update & instal ulang 😢",3,eror update instal ulang,1
1502,Aplikasi editing disain yang mudah dan cepat,5,aplikasi editing disain mudah cepat,2
1503,Muda2 han lagu yang saya buat dari apk ini bisa saya publikasi kan dan bisa membantu orang2 miskin agar ke miskinan di indonesia lenyap dan agar masya rakat indonesia tidak lagi bergantung ke pada cina dan mengemis2 dengan cina,5,muda han lagu apk publikasi membantu orang miskin miskinan indonesia lenyap masya rakat indonesia bergantung cina mengemis cina,2
1504,"Apknya sudah bagus, templatenya banyak. Namun UI editor masih tidak mulus, bahkan kadang kadang sampai patah patah lag dari aplikasinya, bukan dari sistem androidnya. Tolong di fix dulu yang ini karena sangat mengganggu. Saran saya tolong tambahkan fitur semacam editor per layer. Jadi misalkan layer 1 kita mau buat isinya untuk tampilan edit teks semua, layer 2 grafis stiker, dst karena mengganggu sekali edit di 1 slide full semua elemen, kadang salah mencet sana sini.",4,apknya bagus templatenya ui editor mulus kadang kadang patah patah lag aplikasinya sistem androidnya tolong fix mengganggu saran tolong tambahkan fitur editor layer layer isinya tampilan edit teks layer grafis stiker dst mengganggu edit slide full elemen kadang salah mencet,2
1505,app sangat keren poool semua jadi mudah di canva... Terima kasih,5,app keren pol mudah canva terima kasih,2
1506,sangat puas dengan hasil design,5,puas hasil design,2
1507,"Aplikasi membantu dalam membuat poster, logo, presentasi dll. Tapi kekurangan nya juga banyak, yaitu aplikasi yang lemot parah, suka nge lag belum lagi kadang pas lagi ngedit suka tiba2 keluar sendiri. Setiap ada kendala di apk pasti munculnya tulisan koneksi buruk, padahal kuota internet banyak dan sinyal bagus. TOLONG PERBAIKI AGAR PENGGUNA DAPAT MENGGUNAKAN DENGAN NYAMAN!!",2,aplikasi membantu poster logo presentasi dll kekurangan nya aplikasi lemot parah suka nge lag kadang pa ngedit suka kendala apk munculnya tulisan koneksi buruk kuota internet sinyal bagus tolong perbaiki pengguna nyaman,0
1508,Sangat memudahkan untuk mendesain CV dan sebagainya,5,memudahkan mendesain cv,2
1509,Sangat memudahkan membuat desain berbagai macam kebutuhan,5,memudahkan desain kebutuhan,2
1510,Terima kasih atas aplikasi ini .aplikasi ini sangat membantu untuk menyelesaikan tugas 🥰,5,terima kasih aplikasi aplikasi membantu menyelesaikan tugas,2
1511,sangat memudahkan untuk membuat media pembelajaran..,5,memudahkan medium pembelajaran,2
1512,sangat bagus dan membantu membuat tugas sekolah,5,bagus membantu tugas sekolah,2
1513,Aplikasi ini sangat bagus untuk editing karena banyak sekali template yang digunakan dan bisa disesuaikan dengan kebutuhan,5,aplikasi bagus editing template disesuaikan kebutuhan,2
1514,bagus sekali untuk mengedit apapun bisa di canva ini,5,bagus mengedit apapun canva,2
1515,sangat membantu dalam proses belajar membuat poster dan lain lain,5,membantu prose belajar poster,2
1516,"g bisa kebuka apk ny knp,udh download 2kali ttp kek gtu",1,kebuka apk ny kenapasudah download kali ttp kek gtu,0
1517,Bagussss Sekali Terus Tingkatkan lebih banyak fitur,5,baguss tingkatkan fitur,2
1518,membuat hasil bagus dengan pilihan yang beragam,5,hasil bagus pilihan beragam,2
1519,sangat membantu sekalii untuk advertising,5,membantu sekalii advertising,2
1520,keren semua ada dalam 1 aplikasi..,5,,2
1521,agak sulit dan masih bingung untuk pemula,4,sulit bingung pemula,2
1522,ok nih sayangnya sedikit video ukuran reels,5,ok sayangnya video ukuran reel,2
1523,"masak mau masuk aplikasi aja susah banget,mana keluar keluar sendiri",2,masak masuk aplikasi susah bangetmana,0
1524,Kalau mengedit memang gampang tapi waktu di ekspor itu lama bgt dan tidak tersimpan di galeri 🗿🗿,3,mengedit gampang ekspor banget tersimpan galeri,1
1525,keren tapi harus premium,5,,2
1526,sangat... sangat membantu buat bikin iklan2 bisnis.. 😇😊,5,membantu bikin iklan bisnis,2
1527,"aplikasi error kadan kalau pencet pencet ini aplikasinya error, kayak game unity aja",1,aplikasi error kadan pencet pencet aplikasinya error kayak game unity,0
1528,aplikasi yang sangat sangat membantu untuk kami sebagai pelajar,5,aplikasi membantu pelajar,2
1529,"Canva tidak lagi kompeten seperti seri lama. Gambar teracak ketika di download, susunan berhamburan, font dan ukurannya berubah, huruf hilang, elemen hilang, dsb. Jadi saya rasa percuma merapikan gambar editan anda. Ketika anda download, canva akan menghamburnya",1,canva kompeten seri gambar teracak download susunan berhamburan font ukurannya berubah huruf hilang elemen hilang dsb merapikan gambar editan download canva menghamburnya,0
1530,"Dear canva. Saya sudah cukup lama menggunakan canva, dan fiturnya buat premium semakin bagus. Tapi jika berkenan tolong tambahan buat resolusi gambar. Seperti mengedit screenshot panjang kadang gambar menjadi buram dan setiap menggunakan menangkap teks buat tulisan yang tidak di dukung bisa di hapus juga. Terimakasih",5,dear canva canva fiturnya premium bagus berkenan tolong tambahan resolusi gambar mengedit screenshot kadang gambar buram menangkap teks tulisan dukung hapus terimakasih,2
1531,"woi canva benerin lah, masa lagi bikin ppt tiba² pas pencet elemen malah ngelag terus keluar² sendiri. ga sekali dua kali begitu woyyyy😡 benerin gak!? emosi aku ni dipermainkan canva",1,woi canva benerin bikin ppt pa pencet elemen ngelag kali woyy benerin emosi ni dipermainkan canva,0
1532,bagus pol apalagi buat anak jurusan multimedia,5,bagus pol anak jurusan multimedia,2
1533,"Sering pake aplikasi ini untuk edit gambar dan hasilnya bagus dengan bnyak tema dan gambar buat ide, tapi semakin lama saat buka aplikasi lama muncul gambarnya dan sering nge lag saat digunakan. Bahkan kadang udah edit gambar bisa hilang jadi capek nyari gambar sama edit lagi. Terimakasih🙏",4,pake aplikasi edit gambar hasilnya bagus bnyak tema gambar ide buka aplikasi muncul gambarnya nge lag kadang edit gambar hilang capek mencari gambar edit terimakasih,2
1534,Untuk masalah yang saya alami sudah selesai berkat fast respon yang baik dari developer,5,alami selesai berkat fast respon developer,2
1535,"Lebih bagus versi lama, gak lelet, gak ribet, simpel, enak banget pokoknya! Versi lama lebih ribet, semoga bsa mempertimbangkan suara2 pengguna.. agar di perbaiki lagi :) sementara hapus dlu, Krena ribet.. pindah ke aplikasi lain.",3,bagus versi lelet ribet simpel enak banget pokoknya versi ribet semoga bsa mempertimbangkan suara pengguna perbaiki hapus dlu krena ribet pindah aplikasi,1
1536,"Bagus sih bagus, tapi ada bug yang aku gasuka, dari mulai lemot nya.. padahal jaringan aku bagus, trus itu kalo aku pake template canva gaada materialnya yang terliat, tapi sebenarnya ada, itu bug nya hampir setiap hari dan semua templt semuanya gitu.. diperbaiki sedikit agar bisa melihat objek yang mau diubah.",4,bagus sih bagus bug gasuka lemot nya jaringan bagus trus pake template canva gaada materialnya terliat bug nya templt diperbaiki objek diubah,2
1537,"Keluhan SAYA Pribadi saat menggunakan Canva Pro ini : 1. SERING nge-LAG, nge-BUG, & ERROR saat melakukan pengeditan yang membuat risih ketika mengedit gambar atau pun video, 2. Kemarin sempat tidak bisa mendownload video hasil editan padahal jaringan sedang bagus, 3. Ada beberapa Aplikasi/Tools yang tidak bisa di gunakan atau dibuka melalu Handphone (MASIH KURANG FLEXIBEL), 4. Terkadang sering ERROR saat melakukan penDownload-an gambar ataupun video, sehingga download-an tidak kunjung selesai.",3,keluhan pribadi canva pro ngelag ngebug error pengeditan risih mengedit gambar video kemarin mendownload video hasil editan jaringan bagus aplikasitools dibuka melalu handphone flexibel terkadang error pendownloadan gambar video downloadan kunjung selesai,1
1538,"Canva biasanya sangat mempermudah bgt editing foto & video sy. Tapi setelah update jadi lemot & ribet banget, nggak kayak biasanya. Yang biasa mempemudah malah bikin ribet & buang2 waktu👎🏼",1,canva mempermudah banget editing foto video update lemot ribet banget kayak mempemudah bikin ribet buang,0
1539,"Hanya canva yg berjalan seperti keong, buka 1 halaman loadingnya stengah hari. Dulu baik2 saja.. Update aplikasi : versi terbaru Koneksi internet : paket data ok, wifi jg ok.. Hp : meski bukan hp termahal, tp ini hp terbagus tingkat erte, Trus kurangnya apa???",1,canva yg berjalan keong buka halaman loadingnya stengah update aplikasi versi terbaru koneksi internet paket data ok wifi ok hp hp termahal hp terbagus tingkat erte trus kurangnya,0
1540,"Aku pikir pakai canvas buat cover buku itu gampang tp ternyata susah, paling sushnya saat menambahkan teks karena saya hanya bisa menuliskan satu hurufnya saat mengetik tidak seperti biasanya yang bisa lebih dari satu huruf saat mengetik dan itu membuat saya tidak nyaman memakainnya. Mohon pada pihak Canvas bisa memperbaikinya",1,pikir pakai canvas cover buku gampang susah sushnya teks menuliskan hurufnya mengetik huruf mengetik nyaman memakainnya mohon canvas memperbaikinya,0
1541,"Setelah diperbaharui, aplikasi jadi sangat lemot, tampilannya acak dan malah ribet sekali. Belum lagi hasil design-nya tidak tersimpan di aplikasi, sehingga untuk mengedit harus membuat ulang :"" Lebih nyaman dengan versi yang sebelumnya, lebih mudah digunakan, dan lebih lancar. Mohon untuk dijadikan pertimbangan. Karena yang merasakan sudah banyak, menurut saya sudah seharusnya Canva mendengarkan keluhan kami semua. Terima kasih.",1,diperbaharui aplikasi lemot tampilannya acak ribet hasil designnya tersimpan aplikasi mengedit ulang nyaman versi mudah lancar mohon dijadikan pertimbangan merasakan canva mendengarkan keluhan terima kasih,0
1542,"Aplikasi yang sangat2 membantu kegiatan saya, sangat berguna, apa lagi fitur2nya yg mudah di pakai. Aplikasi yang sangat mudah di pakai apa lagi buat orang yg baru belajar editing. Aplikasi ini wajib buat kamu penggiat sosial media, terutama kalo tugas kamu di kominfo megang Instagram. Good jobs canva, kembangin terus ini aplikasi. Tapi pliss jangan sampe munculin iklan:(. Semangat canva team",5,aplikasi membantu kegiatan berguna fiturnya yg mudah pakai aplikasi mudah pakai orang yg belajar editing aplikasi wajib penggiat sosial medium tugas kominfo megang instagram good job canva kembangin aplikasi pliss sampe munculin iklan semangat canva team,2
1543,"Aplikasinya bagus, tapi kenapa ya setiap habis ekspor desain, pasti hasilnya buremm terus, sampe ulang² edit masih burem, sayang banget. Terus apk nya sering kelamaan loading, padahal jaringan wifi bagus:((",3,aplikasinya bagus ya habis ekspor desain hasilnya buremm sampe ulang edit burem sayang banget apk nya loading jaringan wifi bagus,1
1544,"Saya pengguna Canva PRO, ini kenapa sih suka ERROR! Desain konten capek-capek tiba-tiba tampilan lembar blank. Mesti keluar baru ada lagi.. itupun desain sebelumnya kadang ada yg kesave kadang ilang. Udah gitu tiap mau pindahin vector/elemen susah bgt digeser seperti di lock padahal enggak. Tolong dong di perbaiki. Jangan bikin pengguna setia KECEWA, lamalama pindah aplikasi.",1,pengguna canva pro sih suka error desain konten capekcapek tibatiba tampilan lembar blank mesti itupun desain kadang yg kesave kadang ilang udah pindahin vectorelemen susah banget digeser lock tolong perbaiki bikin pengguna setia kecewa lamalama pindah aplikasi,0
1545,"Lumayan bagus sih..cuman masalahnya ribet settings nya bagi saya,seorang pemula,dan kadang agak ngelag kalau ngetik di pencarian buat cari stiker/ilustrasi,kebanyakan yang bayar,saya jadi males pakai canva..mohon lebih di perbaiki ya developer..nanti saya ganti jadi 5 kalau sudah",3,lumayan bagus sihcuman ribet setting nya sayaseorang pemuladan kadang ngelag ngetik pencarian cari stikerilustrasikebanyakan bayarsaya male pakai canvamohon perbaiki ya developernanti ganti,1
1546,"Setelah di perbarui ko malah tambah ga enak yah . Banyak problem, klo di save juga di galeri juga cuma blank putih sekali bisa malah hasilnya blur ga sedetail sebelumnya . Padahal udh nyaman loh yang kemarin . Tolong perbaiki lagi ya min .klo bisa sih balikin aja kaya kemarin2 🙏",5,perbarui ko enak yah problem save galeri blank putih hasilnya blur sedetail nyaman loh kemarin tolong perbaiki ya min sih balikin kaya kemarin,2
1547,"Aplikasinya serba guna dan sangat simple, berguna bagi para usahawan, editor, maupun pelajar yang ingin membuat poster, daftar menu, dll. Tapi sangat disayangkan, bug nya masih sangat banyak sekali, mulai dari text yang tiba"" menurun ke bawah saat menambahkan judul, elemen yang tiba"" menjadi background dan menghilang saat digeser, dan masih banyak lagi. untuk selanjutnya, perbaiki bug tersebut agar pengguna semakin nyaman saat memakai aplikasi ini, Terima Kasih",3,aplikasinya serba simple berguna usahawan editor pelajar poster daftar menu dll disayangkan bug nya text menurun judul elemen background menghilang digeser perbaiki bug pengguna nyaman memakai aplikasi terima kasih,1
1548,aplikasi ini sangat bagus utk membuat tugas presentasi,5,aplikasi bagus tugas presentasi,2
1549,"Canva aplikasi paling bagus untuk desain flayer, tapi setelah di update kenapa jadi lambat, memang semakin lengkap ya stikernya, tapi menurut saya malah lebih nyaman canva yang dulu, lebih simple penggunaan nya dan ga ribet. Sekarang mau ganti tulisan aja, tampilan mengecil, dan mau geser gambar atau tulisan kaya terpaku dengan garis2 bantu, benar2 ga secepat yang dulu. semoga bisa diperbaiki lagi, dan canva lancar seperti sebelumnya 🙏 Terimakasih 🙏🙏",4,canva aplikasi bagus desain flayer update lambat lengkap ya stikernya nyaman canva simple penggunaan nya ribet ganti tulisan tampilan mengecil geser gambar tulisan kaya terpaku gari bantu secepat semoga diperbaiki canva lancar terimakasih,2
1550,"Sangat buruk setiap kecepatan jaringannya turun selalu keluar saat mengedit desain,itu sangat menganggu,dulu disaat kondisi yang sama biasanya hanya sekedar ngelag tapi makin ke sini makin ""payah"" dan penggunaan data yang sangat boros",1,buruk kecepatan jaringannya turun mengedit desainitu menganggudulu disaat kondisi sekedar ngelag payah penggunaan data boros,0
1551,"Canva itu bagus sbnrnya sangat membantu. Aku suka bgt dulu karna memudahkan kerjaanku. Tp knpa skrg begini 1)Kadang save otomatisnya ga berfungsi jd susah payah desain malah ilang 2) scrolling folder tersimpan, dibuka trus ditutup, malah balik ke halaman beranda/awal, musti scrolling lagi dr atas satu² Please diperbaiki yuk",3,canva bagus sbnrnya membantu suka banget karna memudahkan kerjaanku tp knpa kadang save otomatisnya berfungsi jd susah payah desain ilang scrolling folder tersimpan dibuka trus ditutup halaman berandaawal musti scrolling please diperbaiki yuk,1
1552,"Suka sih, tp kok setelah disimpan kualitas gambarnya buruk yaa. Masak sama hasil screenshot bagus discreenshot daripada disave???? Tolong lebih diperbaiki dikualitas gambar karena tidak hd. Maaf 2 bintang dulu, kalo kualitas gambar sudah bagus tambah lg bintangnya👍",2,suka sih disimpan kualitas gambarnya buruk yaa masak hasil screenshot bagus discreenshot disave tolong diperbaiki dikualitas gambar hd maaf bintang kualitas gambar bagus bintangnya,0
1553,Canva versi lama terupdate di apk saya... dan yang terbaru saya rasa sangat lemot dan ribet hasil editan tulisan nya numpuk numpuk dan gambar buram tidak sesuai dengan editan awal. lebih baik kembali ke versi lama sebelum semua pindah ke aplikasi lain.,1,canva versi terupdate apk terbaru lemot ribet hasil editan tulisan nya numpuk numpuk gambar buram sesuai editan versi pindah aplikasi,0
1554,"Dari banyaknya aplikasi yang pernah aku coba, Canva sih yang paling komplit. Yang di sediakan banyak. contohnya font, Template, elements, Foto, dan efek. Ukuran yang di sediakan juga banyak. Saran saya, tolong buat agar aplikasi tidak menggunakan loading yang lama, lalu perbaiki bug yang telah di sampaikan dari pengguna lain.",4,banyaknya aplikasi coba canva sih komplit sediakan contohnya font template element foto efek ukuran sediakan saran tolong aplikasi loading perbaiki bug pengguna,2
1555,"Update terbarunya makin ngaco. Lalod nya setengah mampus, terus ngeditnya jadi makin sulit, hasilnya setelah disimpan gak sesuai sama yg di kerjakan. Lebih baik dari versi yg sebelumnya. Tolong cepat di perbaiki agar pengguna gak lari ke aps lain",1,update terbarunya ngaco lalod nya mampus ngeditnya sulit hasilnya disimpan sesuai yg kerjakan versi yg tolong cepat perbaiki pengguna lari aps,0
1556,"Makin kesini makin suka sama canva, apakah karena makin update atau saya yang selama ini tidak bereksplorasi di canva. Tapi intinya seneng bangettt lebih tau canva, sangat multifungsi. Sangat bermanfaat dan membantu setiap aspek perdesignan wkwk. Loovee bangett dari akuuu",5,kesini suka canva update bereksplorasi canva intinya seneng banget canva multifungsi bermanfaat membantu aspek perdesignan wkwk loovee bangett aku,2
1557,Sumpah baru di update kok nambah lemotttt bangettttt ... sebelum di upgrade aplikasi ini sangat bagus sekali tapi kenapa setelah di upgrade susah banget di download setelah selesai desain ... mohon di perbaiki lagi ka karena memutuhkan waktu yg cukup lama untuk proses menyimpanya dan belum tentu tersimpan harus mengulang lagi ...,2,sumpah update nambah lemott bangettt upgrade aplikasi bagus upgrade susah banget download selesai desain mohon perbaiki ka memutuhkan yg prose menyimpanya tersimpan mengulang,0
1558,"Versi terbaru ada baik buruknya.. Pilihan elemen nya kaya pc, jadi ada rekomendasi pilihan yang sejenis gitu.. Lebih mudah buat pilih elemen tanpa harus ngetik ulang kaya di versi sebelumnya. Tapi aplikasi jadi lebih lemot.. Untuk lemot nya itu menurut saya yang sangat mengganggu.",3,versi terbaru buruknya pilihan elemen nya kaya pc rekomendasi pilihan sejenis mudah pilih elemen ngetik ulang kaya versi aplikasi lemot lemot nya mengganggu,1
1559,"Canva, jujur aplikasinya bagus, kitabisa nge desain ini itu,, tapi terkadang ngelag, problem nya banyak yang pro,, tapi gapapa lah:),, not bad,, ""perbaiki koneksi anda"",, padahal internet saya baik2 saja,, aman,, tapi terkadang saat membuat projek sudah selesai tidak bisa disave,, alias kayak buang perubahan atau srmacamnya lah,, mohon untuk diperbaiki lagi,, :)",4,canva jujur aplikasinya bagus kitabisa nge desain terkadang ngelag problem nya pro gapapa not bad perbaiki koneksi internet aman terkadang projek selesai disave alias kayak buang perubahan srmacamnya mohon diperbaiki,2
1560,"Di versi yg baru ketika mau nambah gambar dari gallery urutannya dari yang terbaru ke lama, padahal kadang kita butuh file lama Beda dengan versi*sebelumnya, saat tampilan masih minimalis, ketika buka opsi gallery bisa nampilin folder Yg paling krasa itu saja, lainnya luar biasa , mohon untuk diperbaiki dan terima kasih banyak 😊",4,versi yg nambah gambar gallery urutannya terbaru kadang butuh file beda versisebelumnya tampilan minimalis buka opsi gallery nampilin folder yg krasa mohon diperbaiki terima kasih,2
1561,"Loading gambar galeri nya lama, setiap mau save tbtb muncul notififikasi apk sudah kadaluarsa. Sudah berkali kali di instal ulang sama aja. Suruh update. Tp pas update sudah berasa diversi terbaru. Akhirnya nggak bisa dipakai. Ada yg ngalamin juga? Solusinya gimana?",2,loading gambar galeri nya save tbtb muncul notififikasi apk kadaluarsa berkali kali instal ulang suruh update tp pa update berasa diversi terbaru dipakai yg ngalamin solusinya gimana,0
1562,"gak suka banget sama canva sekarang. masih masih userfriendly ui yang dulu. dulu simple ribet mudah gak lemot sekarang 1. lemot dan berat padahal mobile sudah mendukung 2. no ornamen dari canva hanya edit foto tidak bisa disave. alias savenya luama banget. gak bisa bisa 3. ketika klik ganti, templatenya gak terganti. malah muncul layer gambar baru bukan didalam template. serius lebih enak canva yang dulu",1,suka banget canva userfriendly ui simple ribet mudah lemot lemot berat mobile mendukung no ornamen canva edit foto disave alias savenya luama banget klik ganti templatenya terganti muncul layer gambar didalam template serius enak canva,0
1563,"Setelah di update malah jadi buruk. Buat nambahin gambar resolusi besar gak bisa, terus kalau keluar buat buka aplikasi lainnya design yg sudah dibuat hilang/kembali ke awal sebelum di edit. Tulisanya sih ""menyimpan otomatis"" tapi gak menyimpan sama sekali.",1,update buruk nambahin gambar resolusi buka aplikasi design yg hilangkembali edit tulisanya sih menyimpan otomatis menyimpan,0
1564,"Maaf bintang 3 dulu, saya sering mengalami error saat mencari di elemen yang sebelumnya ada tapi sewaktu waktu tiba tiba sama sekali ""tidak ditemukan"" dan satu lagi saat bikin video animasi saat di animasikan di canva hasilnya berbeda, ada delay dan ketidakcocokan dengan gambaran saat masih belum di export dengan hasil sesudah di export, dan masih banyak bug misalnya halaman yang ngefrezee dan menu edit sering tidak dapat digeser, saya harap dapat diperbaiki, Sekian terimakasih.",3,maaf bintang mengalami error mencari elemen ditemukan bikin video animasi animasikan canva hasilnya berbeda delay ketidakcocokan gambaran export hasil export bug halaman ngefrezee menu edit digeser harap diperbaiki sekian terimakasih,1
1565,"Puas banget pakai canva💕💕. Meskipun aplikasinya Gratiss, fitur fiturnya keren banget. Penggunaan nya mudah, kita yang tidak ada basic editing bisa dengan cepat belajar. Saran saya untuk canva, itu saat kita akan pick gambar sebaiknya gambar dibuat dalam folder jadi pengguna yang punya ratusan photo seperti saya bisa lebih mudah dan cepat saat akan input photo. Satu lagi saran saya, tambahin dong word art. Agar bisa buat tulisan yang melingkar atau bergelombang. Terima kasih❤️❤️❤️",5,puas banget pakai canva aplikasinya gratiss fitur fiturnya keren banget penggunaan nya mudah basic editing cepat belajar saran canva pick gambar gambar folder pengguna ratusan photo mudah cepat input photo saran tambahin word art tulisan melingkar bergelombang terima kasih,2
1566,"Semenjak update memang fiturnya lebih banyak. Saya senang canva bisa edit video tapi tolong kenapa setiap save videonya tulisan di video itu letaknya berubah sendiri, ada yang mengecil ada yang bergeser ke samping padahal pas saya buat udah bener semua, udah berkali kali ulang save tapi tetep sama apa, saya kalo buat tugas jadi kacauuuu banget sampe pusingg haruss gimanaa. Tolong diperbaiki ya... untuk sekarang cuma bisa ngasih bintang 1 aja kalo udah bener bakal kasih bintang 5",1,semenjak update fiturnya senang canva edit video tolong save videonya tulisan video letaknya berubah mengecil bergeser samping pa bener berkali kali ulang save tetep tugas kacauu banget sampe pusingg haruss gimanaa tolong diperbaiki ya ngasih bintang bener kasih bintang,0
1567,"Semenjak diupdate malah tambah jelek, saat edit video, posisi teks saat tampilan edit sudah sangat pas tetapi setelah di render jadi berantakan tidak beraturan, begitu juga padahal tidak ditambahkan animasi (ex. Fade atau Pan) tetapi setelah video dirender, selalu ada animasinya. Mohon diperbaiki.",2,semenjak diupdate jelek edit video posisi teks tampilan edit pa render berantakan beraturan animasi ex fade pan video dirender animasinya mohon diperbaiki,0
1568,"Canva versi terbaru malah bikin BERKALI2 KERJA. udah ngedit susah2, bikin tulisan susah, habiain waktu berjam2 buat ngedesign tapi hasilnya AMBURADUL pas udah d save k format PNG,JPG. D design hasilnya smua udah pas di tengah , udah simetris. Ketika di save, tulisan kacau balau berantakan yg kebesaran lah, yg over line lah,, pokoknya berantakan bgt!!! Akhirnya harus ngira2 font nya brp dan posisi jadi gak simetris. Malah jari MALES dan BINGUNG SENDIRI. TOlong dIPERBAIKI!!",1,canva versi terbaru bikin berkali kerja ngedit susah bikin tulisan susah habiain berjam ngedesign hasilnya amburadul pa save format pngjpg design hasilnya smua pa simetris save tulisan kacau balau berantakan yg kebesaran yg over line pokoknya berantakan banget ngira font nya brp posisi simetris jari male bingung tolong diperbaiki,0
1569,"Suka bgt edit foto untuk konten jualan pakai canva, karna praktis dan templatenya banyak.. Tpi masih ada bugs yg sangat menganggu yaitu saat kita akan memasukkan foto kesebuah templat tapi melewati pintasan galeri tapi gabar tidak bisa masuk sama sekali ke template editinfnya (bukan dari foto random yg muncul dibawah platform, kalau lewat situ fotonya random dan jika saya akan mengambil foto yg urutannya dibawah sangat2 sulit sekali). So, aku harap developer bisa mengatasi bugs tersebut..",4,suka banget edit foto konten jualan pakai canva karna praktis templatenya tpi bug yg menganggu memasukkan foto kesebuah templat melewati pintasan galeri gabar masuk template editinfnya foto random yg muncul dibawah platform situ fotonya random mengambil foto yg urutannya dibawah sulit so harap developer mengatasi bug,2
1570,"Dulu suka bgt karena mudah pengoperasian dan hasilnya bagus, sekarang sering error, setelah edit jadi di save ga bisa2, cuma loading dan lama, tetep hasilnya nihil. Pernah juga ketika sdh bisa d save, eh tinggal tulisan doang, lainnya ga ada.",2,suka banget mudah pengoperasian hasilnya bagus error edit save loading tetep hasilnya nihil save eh tinggal tulisan doang,0
1571,"Hi canva , terimakasih membantu mengedit dan membuat presentasi dengan mudah kelebihan lainnya cari pilihan desain, font,warna,elemen,dan masukkan foto mudah juga banyak gratis dan bagus² untuk saya yang seorang siswi aplikasi ini membantu banget. Tapi itu versi lama 😄 Kenapa canva ketika di-update susah buat menyimpan hasil presentasi dan editan ya, udah gitu sering keluar² sendiri dan lama buangett lo buat masuk ke canva lagi padahal paketan dan sinyal oke punya🤔 Tolong diperbaiki lagi ya",4,hi canva terimakasih membantu mengedit presentasi mudah kelebihan cari pilihan desain fontwarnaelemendan masukkan foto mudah gratis bagus siswi aplikasi membantu banget versi canva diupdate susah menyimpan hasil presentasi editan ya buangett lo masuk canva paketan sinyal oke tolong diperbaiki ya,2
1572,"Setelah update ke versi terbaru terbantu dengan adanya variasi teks, tapi jadi agak ribet saat sunting teks. Ada beberapa yang kurang jika dibandingkan versi lama, diantaranya : duplikasi, gambar baru yang masuk tidak langsung ada di gallery, jadi alpikasi canva harus di close dulu dan buka lagi. Pencarian gambar juga jadi ribet karena dicampur dari semua folder. Untuk file lama jadi susah mencarinya. Barangkali ada solusinya, di share ya...",3,update versi terbaru terbantu variasi teks ribet sunting teks dibandingkan versi duplikasi gambar masuk langsung gallery alpikasi canva close buka pencarian gambar ribet dicampur folder file susah mencarinya barangkali solusinya share ya,1
1573,Canva sekarang jadi ribet tak praktis kaya dulu lagi. Udah cape edit ketika di save tampilan beda dengan design. Lebih baik dikembalikan seperti dulu sangat simple dan bagus. Kalau tidak byk org yg akn beralih ke aplikasi sejenis yg lebih simple dan tak rumit.,2,canva ribet praktis kaya udah capek edit save tampilan beda design dikembalikan simple bagus byk orang yg akn beralih aplikasi sejenis yg simple rumit,0
1574,"min, coba di perbaiki lagi ya saya tadi coba untuk ngedit foto pas lagi sementara edit, eh gataunya pas ngegeser geser fotonya, malah lag parah gitu, gerakannya itu ga sama dengan jari kita, kek jari kita udah gerak, si gambarnya masih diem. trus pas mau lanjut ngedit, tiba tiba balik ke menu utama dan begitu terus saat saya mencoba nya kembali please fix it demi kenyamanan pengguna canva thank youuu",3,min coba perbaiki ya coba ngedit foto pa edit eh gataunya pa ngegeser geser fotonya lag parah gerakannya jari kek jari gerak si gambarnya diem trus pa ngedit menu utama mencoba nya please fix it kenyamanan pengguna canva thank you,1
