,content,score,clean_content,sentiment
1103,"Luar biasa bagus sekali, tapi saya harap fitur premiumnya di tambahkan fitur AI seperti generate AI untuk editting seperti adobe photoshop",5,bagus harap fitur premiumnya tambahkan fitur ai generate ai editting adobe photoshop,2
1104,Aplikasi Lightroom adalah alat yang sangat powerful dan intuitif untuk mengedit foto. Antarmukanya mudah digunakan dan menyediakan beragam fitur canggih yang memungkinkan pengguna untuk menciptakan hasil yang menakjubkan.,5,aplikasi lightroom alat powerful intuitif mengedit foto antarmukanya mudah menyediakan beragam fitur canggih pengguna menciptakan hasil menakjubkan,2
1105,"Makin Update makin lama mengexpor malah gak kelar-kelar pula gak jadi², saya sudah langganan, gimana nih , segera diperbaiki, sempurnakan semua fitur-fiturnya supaya berjalan dengan Normal. Terima Kasih.",2,update mengexpor kelarkelar langganan gimana diperbaiki sempurnakan fiturfiturnya berjalan normal terima kasih,0
1106,"Aplikasi yang cukup bagus untuk editing foto, ngk ribet dan mudah digunakan untuk pemula. Semoga makin banyak preset lightroom dan gratis hehehe.",5,aplikasi bagus editing foto ngk ribet mudah pemula semoga preset lightroom gratis hehehe,2
1107,"Tolong diperbaiki masa kalau mau daftar atau masuk menggunakan akses lain pasti selalu salah autentikasi, ga cuma di hp saya tapi sudah saya coba di hp yg lain juga sama seperti itu. Gimna mau di pakai kalo begitu tolong diperbaiki",1,tolong diperbaiki daftar masuk akses salah autentikasi hp coba hp yg gimna pakai tolong diperbaiki,0
1108,"Harap perbaiki lagi sistem nya,, saya sudah mendownload apk ini pas mau buka harus masuk akun,, tapi pas masukin akun malah kesalahan SSL terus,, mohon di tindak lanjuti ini dan perbaiki segera,, ini sangat mengganggu pengguna",1,harap perbaiki sistem nya mendownload aplikasi pa buka masuk akun pa masukin akun kesalahan ssl mohon tindak lanjuti perbaiki mengganggu pengguna,0
1109,"Aplikasi paling rekomendasi buat kwn2 yang suka edit foto kyk Artis atau selebgram. Yang belum paham editing nya liat di YouTube nohh banyak, login paling mudah kok Aman joseeeeee 100% buat Lightroom;));))):)))"";);)*",5,aplikasi rekomendasi kwn suka mengedit foto kyk artis selebgram paham editing nya liat youtube nohh login mudah aman joseeee lightroom,2
1110,Kenapa habis di update malah jadi gak bisa buat ngedit sih bikin bingung pengguna terus kalo mau edit foto ada tulisan tidak bisa terdeteksi pengembangan apa itu lah gak tau anehhhhh,1,habis update ngedit sih bikin bingung pengguna mengedit foto tulisan terdeteksi pengembangan anehhh,0
1111,"setalah update malah gagal terus buat impor foto tertentu, ntah karena mb fotonya atau memang aplikasinya yg eror, sebelum update aman aman aja buat semua foto dengan ukuran mb berapapun, kecewa si, padahal sebelumnya jadi aplikasi paling best buat edit",1,setalah update gagal impor foto ntah mb fotonya aplikasinya yg eror update aman aman foto ukuran mb kecewa si aplikasi best mengedit,0
1112,Kenapa foto'' saya hilang dari galery padahal saya sudah mengedit foto sekian lama. Ada 836 fail di galery Lightroom yg hilang failnya😭😭😭tlg dibenerin dong min. Foto'' keluarga saya hilang semua.🤦🏻‍♂️,1,foto hilang galery mengedit foto sekian fail galery lightroom yg hilang failnyatlg dibenerin min foto keluarga hilang,0
1113,Saya cukup bangga dengan apa yang di sediakan dan sangan cepat tanggap dalam perbaikan bug walaupun puh ajarin dong puh sepuh masih sering force close dari aplikasi lightroom nya saya cukup bangga dengan aplikasi ini,5,bangga sediakan sangan cepat tanggap perbaikan bug puh ajarin puh sepuh force close aplikasi lightroom nya bangga aplikasi,2
1114,"Dapet rekomendasi apk ini dr tiktok, untuk skarang bintang satu dulu, karna gak tau setiap mau masuk selalu ada tulisan kesalahan autentikasi, bolak balik aku uninstal trus instal lg tp tetep aja gk ada prubahan",1,dapet rekomendasi aplikasi tiktok skarang bintang karna masuk tulisan kesalahan autentikasi bolak uninstal trus instal tetep gk prubahan,0
1115,saya kasih bintang 2 karena apa. karena saya sdh edit sedemikian rupa dengan file jpeg yg biasa namun saat di ekspor. 1 foto saja memakan waktu lebih dari 20 menit. sangat membuang waktu. berbeda dengan update sebelumnya. yang tidak memakan waktu lama dan lebih cepat.,2,kasih bintang sdh mengedit rupa file jpeg yg ekspor foto memakan menit membuang berbeda update memakan cepat,0
1116,"Update terbaru payah, saat membuka file terhapus selalu force close. Saya coba di perangkat lain juga sama. Tata letaknya juga lebih nyaman yang versi lama. Mengecewakan.",1,update terbaru payah membuka file terhapus force close coba perangkat tata letaknya nyaman versi mengecewakan,0
1117,Tolong dong perbaiki lagi... Saya baru pake 2 hari dan present saya sudah capek capek saya buat dan akhirnya hilang entah kemana teruss.. Foto saya yg sudh saya edit gak bisa di bukak... Kesalll 😡,1,tolong perbaiki pake present capek capek hilang kemana teruss foto yg sudh mengedit bukak kesal,0
1118,Kenapa preset saya bisa ilang semua padahal udah tak simpen dan foto Tiba tiba gak bisa impor yang udah ada di lightroom nya auto sedih soalnya preset ku udah bnyak aku bikinya sampe luang in waktu bngt Tiba tiba ilang😭 udah ke 2 kali saya ngalamain gini.. Padahal memori saya lumayan cukup lho,1,preset ilang simpen foto impor lightroom nya auto sedih preset ku bnyak bikinya sampe luang in banget ilang kali ngalamain gini memori lumayan lho,0
1119,"Gak bisa login. Berkali2 coba. Sudah coba hapus data. Trus login ulang GK bisa. Install ulang tetap aja gak bisa login. Tulisannya ""KESALAHAN AUNTENTIKASI SSL"" very bad app",1,gak login berkali coba coba hapus data trus login ulang gk install ulang login tulisannya kesalahan auntentikasi ssl very bad app,0
1120,Dulu pas di update nyimpen foto jd lama. Trus pas disuruh update yg versi terbaru lg ehh malah aplikasi na ga bisa login. selalu dibilang kesalahan autentikasi...adahal dlu app ini bagus bgt loe...kenapa sekarang jd gini...,1,pa update nyimpen foto jd trus pa disuruh update yg versi terbaru ehh aplikasi na login dibilang kesalahan autentikasiadahal dlu app bagus banget loekenapa jd gini,0
1121,"I like this app. Hi gusy I am Wulan. Saya sangat sukaaaa bngtt aplikasi ini. Efeknya itu tuh mntp , pokoknya jernih deh. Kaya bisa terang gitu dari foto yang sebelumnya. So... I like this app. Thank you.",5,like this app hi gusy am wulan sukaa bngtt aplikasi efeknya mntp pokoknya jernih deh kaya terang foto so like this app thank you,2
1122,"Saya sangat merekomendasikan aplikasi Adobe Lightroom ini karena jangkauan edit yang luas dan banyak profil yang tersedia, terimakasih Lightroom sudah menemani saya dalam bidang editing foto selama ini, sukses terus💖💖",5,merekomendasikan aplikasi adobe lightroom jangkauan mengedit luas profil tersedia terimakasih lightroom menemani bidang editing foto sukses,2
1123,"bagus daah pokoknya... nih ya yg ga bisa impor foto,,,cobak deh impor dari galeri nya langsung...trus yg ga bisa login...cobak login pakek google...trus yg hasil edit ny belum memuaskan...kalian liat ajah deh di yutub...bagus dah pokoknya...BTW,bnyk jugak nih yg komen katanya ini pakek bhs korea yha??? aku gak sih,,lngsung pakek b indo....tapi mb memori nya besar...jadi aku uninstal deh :""(((",4,bagus daah pokoknya ya yg impor fotocobak deh impor galeri nya langsungtrus yg logincobak login pakek googletrus yg hasil mengedit ny memuaskankalian liat ajah deh yutubbagus dah pokoknyabtwbanyak jugak yg komen pakek bh korea yha sihlngsung pakek indotapi mb memori nya besarjadi uninstal deh,2
1124,"Sangat bagus,terbaik sesuai pengalaman saya.dan kalau bisa di tingkatkan agar hasil ekspor foto yang telah di edit lebih Super HD.",5,bagusterbaik sesuai pengalaman sayadan tingkatkan hasil ekspor foto mengedit super hd,2
1125,"Semenjak di upgrade malah jadi susah save, gagal trus,, alasan foto tidak ada/ ganti nama. Tp udah di ubah juga ttp gabisa save. Pusing ah",2,semenjak upgrade susah save gagal trus alasan foto ganti nama tp ubah ttp gabisa save pusing ah,0
1126,Aplikasi yang bagus untuk mengedit foto. Aku yang biasa foto2 makanan sangat memerlukan aplikasi ini untuk mempercantik dan memperindah foto. Makin tajem gambarnya makin keren. Pelajari caranya bisa tanya di saya atau youtube.,5,aplikasi bagus mengedit foto foto makanan aplikasi mempercantik memperindah foto tajem gambarnya keren pelajari youtube,2
1127,"Fitur oke, cuma masalah device compatibility keknya. Redmi Note 8 kadang ngecrash, versi modnya enggak WKWKWK. Masa lisensi 2 tahun nganggur gk kepake :(",1,fitur oke device compatibility keknya redmi note kadang ngecrash versi modnya wkwkwk lisensi nganggur gk kepake,0
1128,Aplikasinya udah bagus filternya banyak dan muasin cuma kalau dihp ruang penyimpanannya udah hampir habis atau gk cukup gak bisa ekspor tolong diperbaiki untuk itu agar bisa ekspor walaupun ruang penyimpanan gk cukup,4,aplikasinya bagus filternya muasin dihp ruang penyimpanannya habis gk ekspor tolong diperbaiki ekspor ruang penyimpanan gk,2
1129,"Menurut aku, aplikasi ini tuh emang bagus banget, kalo kalian penasaran sama aplikasi ini, terus mau instal takut aplikasinya jelek, itu fix bohong, ini tu aplikasinya bagus banget deh, aku pakek aplikasi ini juga udah lama banget. Yang gak instal aplikasi ini bakal nyesel deh.",5,aplikasi emang bagus banget penasaran aplikasi instal takut aplikasinya jelek fix bohong tu aplikasinya bagus banget deh pakek aplikasi banget instal aplikasi nyesel deh,2
1130,"aplikasi nya bagusss, suka banget tapi bakal agak susah si buat pemula soalnya nih apk detail bgt mulai filternya. jadi rada binggung apa kegunaan nya. buat overall bagus lah",5,aplikasi nya bagus suka banget susah si pemula aplikasi detail banget filternya rada binggung kegunaan nya overall bagus,2
1131,"Ko gabisa ngedit hrs upgrade mulu, diklik tools yg mana aja juga gabisa harus upgrade. Tolong perbaikannya😔 udah nyaman banget sama LR dri dulu",3,ko gabisa ngedit hr upgrade mulu diklik tool yg gabisa upgrade tolong perbaikannya nyaman banget lr dri,1
1132,"lightroom aplikasi bagus, yg ngga bisa masuk ke lightroom nya mohon kondisikan dulu akun google sama akun facebooknya, saya pakee hp bawah 2jt an ko lancar biasa2 aja, hasil editannya pun lumayan bagus saya suka, senja semakin bagus, epeknya pun mantep",5,lightroom aplikasi bagus yg ngga masuk lightroom nya mohon kondisikan akun google akun facebooknya pakee hp jt an ko lancar hasil editannya lumayan bagus suka senja bagus epeknya mantep,2
1133,"Ini apa masalahnya? Kenapa setiap saya buka lightroom selalu tidak bisa? Terjadi kesalahan SSL saat autentikasi. Tolong dong diperbaiki masalahnya, saya mau edit foto jadi tidak bisa login",1,buka lightroom kesalahan ssl autentikasi tolong diperbaiki mengedit foto login,0
1134,Paling suka ngedit dari dlu smpe skrang tapi knapa lama klamaan lightroom jadi brubah pas di edit malah suka kembali sndiri pas masuk error gak ada fto truss gak bsa di edit lagi knapa yah?,2,suka ngedit dlu smpe skrang knapa klamaan lightroom brubah pa mengedit suka sndiri pa masuk error fto truss bsa mengedit knapa yah,0
1135,"Bagaimana ini setelah di update, aplikasinya kok gak bisa d buka, disuruh login kok malam keluar ""terjadi kesalahan saat mengauntentikasi"". Tolong perbaiki aplikasi saya.",1,update aplikasinya buka disuruh login malam kesalahan mengauntentikasi tolong perbaiki aplikasi,0
1136,"Pengelolaan Foto yang Efisien: Lightroom menawarkan alat pengelolaan foto yang kuat. Pengguna dapat dengan mudah mengimpor, mengorganisir, dan mencari foto mereka berdasarkan kata kunci, label, atau kategori lainnya.",5,pengelolaan foto efisien lightroom menawarkan alat pengelolaan foto kuat pengguna mudah mengimpor mengorganisir mencari foto berdasarkan kunci label kategori,2
1137,"masih terdapat banyak bugs di app nya, baik disaat mengedit foto, menghapus foto dalam jumlah banyak bahkan saat export foto",3,bug app nya disaat mengedit foto menghapus foto export foto,1
1138,"Sangat menyenangkan untuk edit foto kebanggaan kita. Tapi tidak cocok untuk menambahkan tulisan di foto, karena tidak bisa.",5,menyenangkan mengedit foto kebanggaan cocok tulisan foto,2
1139,"Aplikasinya bagus sekali sangat mudah digunakan dan fiturnya lengkap,sehingga memudahkan untuk pengeditan foto,pokonya saya sangat puas dan suka dengan aplikasi ini",5,aplikasinya bagus mudah fiturnya lengkapsehingga memudahkan pengeditan fotopokonya puas suka aplikasi,2
1140,"saya sama sekali tidak bisa daftar akun atau login akun, tampilan hanya muncul ""kesalahan ssl saat autentikasi"" padahal sudah tersambung wifi lancar, saya kecewa karena tidak dapat mencoba aplikasi ini sama sekali",1,daftar akun login akun tampilan muncul kesalahan ssl autentikasi tersambung wifi lancar kecewa mencoba aplikasi,0
1141,Aku suka banget sih sama aplikasi in buat edit warna buat daunya bisa bagus apalagi kalo di ruangan bisa estetik kalo udah pinter atur presetnya👐,4,suka banget sih aplikasi in mengedit warna daunya bagus ruangan estetik pinter atur presetnya,2
1142,"Mu tanya kenpa klo gw download preset Lightroom bisa ilang ngitu pada hal udh cape"" nyari dan juga kenapa pas gw ngedit ngitu bisa keluar waktu gw periksa lagi fotnya ilang tolong perbaiki kalo ada masalah di apk nya kesian yg download 🙂🙂",2,mu kenpa download preset lightroom ilang ngitu cape mencari pa ngedit ngitu periksa fotnya ilang tolong perbaiki aplikasi nya kesian yg download,0
1143,"Aplikasi ga jelas. Mau login aja gabisa. Masa dari kemaren katanya kesalahan SSL ketika autentikasi terus. Udah ngabisin paket, pas login malah kesalahan2 gajelas. Anehh",1,aplikasi login gabisa kemaren kesalahan ssl autentikasi udah ngabisin paket pa login kesalahan gajelas anehh,0
1144,"App paling susah masuk e mail, kenapa susah sekali, udah berkali2 masuk email padahal e mail aktip ttep aja salah saya daftar berkali2 ttep gak ada hasi, lebih baik gak download app lightroom ribet",1,app susah masuk mail susah berkali masuk email mail aktip ttep salah daftar berkali ttep hasi download app lightroom ribet,0
1145,Aplikasi sangat membantu buat Hp yang camera nya kurang bagus .Saya Sudah lama menggunakan apk ini Ini baru kasih ulasan ..Inti nya Bagus banget apk (LR) ini Dari awal sampe sekarang Tidak ada Kurangan Intinya tergantung Skil ajah Kalo jago ngedit ya Pasti Kualitas FT bakal Bagus Terimakasih Buat LR .,5,aplikasi membantu hp camera nya bagus aplikasi kasih ulasan inti nya bagus banget aplikasi lr sampe kurangan intinya tergantung skil ajah kalo jago ngedit ya kualitas ft bagus terimakasih lr,2
1146,"Kok sekarang aplikasinya ga bisa ekspor foto dari galeri ke lightroom sih pdhl app nya bgs tapi gra"" ini jadi engga. Mohon di perbaiki seperti semula ya soalnya itu memperlambat pengeditan kak",2,aplikasinya ekspor foto galeri lightroom sih app nya bgs gra engga mohon perbaiki ya memperlambat pengeditan kak,0
1147,suka banget hanya saja menyimpan ke perangkat nya lama banget ngga kaya dulu,3,suka banget menyimpan perangkat nya banget ngga kaya,1
1148,"Ini gmna si loginya, tolong dong diperbaiki. Yakali login aja susah bgt, udah dari minggu kemarin nyoba gabisa bisa, tulisanya cmn ""terjadi kesalahan SSL saat autentikasi"", Pdl jaringan udh stabil",1,gmna si loginya tolong diperbaiki yakali login susah banget minggu kemarin nyoba gabisa tulisanya cmn kesalahan ssl autentikasi pdl jaringan stabil,0
1149,"Selama make ini good sih, ndk pernah mengecewakan, tp knp tampilan di layar tulisan apknya lightroom for samsung, padahal kemarin waktu download cuma bilang lightroom aja.",5,make good sih ndk mengecewakan tampilan layar tulisan apknya lightroom for samsung kemarin download bilang lightroom,2
1150,Saya liat temen saya yg hasilnya bagus jadi saya donlwoad apk nya eh penyimpanannya besar di tambah harus ngeekspor poto nya juga butuh ruangan besar. Aelah kecewa gak bisa edit,1,liat temen yg hasilnya bagus donlwoad aplikasi nya eh penyimpanannya ngeekspor poto nya butuh ruangan aelah kecewa mengedit,0
1151,Lightroom sangat membatu untuk mengkombinasi foto yang natural menjadi berwarna dan mengasah otak kita untuk berpikir cara mengeditnya 100% buat lightroom sangat di sukai banyk orang apalagi buat suka yang foto²,5,lightroom membatu mengkombinasi foto natural berwarna mengasah otak berpikir mengeditnya lightroom sukai banyk orang suka foto,2
1152,"Bagus, tlong d tingkatkan jika lama tk buka aplikasi foto jd gelap hitam tdk ada gambar, harus membuka satu satu dn itu loading lama.",5,bagus tlong tingkatkan tk buka aplikasi foto jd gelap hitam gambar membuka dn loading,2
1153,Sebenarnya sih bgus krna fitur nya cukup lengkap tp hasil foto yg sdh di edit jd agak buram gitu entah aku yg gk jago ngedit atau emang apk nya yg kya gitu semoga ada kemajuan kedepannya,3,sih bgus krna fitur nya lengkap hasil foto yg sdh mengedit jd buram yg gk jago ngedit emang aplikasi nya yg kya semoga kemajuan kedepannya,1
1154,"Like it😉💖 Awalnya emang blumngerti, tapi sebenarnya apk ini mudah bngt tinggal atur gelap terang sama warna dijamin kalo udah paham puas bngt dgn hasil editannya aku pake apk ini udah ampir 2thn dan orang"" juga suka bngt dgn hasil editan saya😍💕",5,like it emang blumngerti aplikasi mudah banget tinggal atur gelap terang warna dijamin paham puas banget hasil editannya pake aplikasi ampir thn orang suka banget hasil editan,2
1155,"Tidak bisa masuk ke aplikasi ""Terjadi kesalahan SSL saat autentikasi"" mulu. Kirain jaringan saya ternyata baca ulasan2 banyak yang ngalamin.. uhh gimana sihh apk nyaa..",1,masuk aplikasi kesalahan ssl autentikasi mulu kirain jaringan baca ulasan ngalamin uhh gimana sihh aplikasi nyaa,0
1156,"Ini aplikasi benar benar kelewatan banget bagusnya,editan fotonya begitu sempurna, foto aku bisa di terima di situs penjualan online berkat pakai aplikasi lightroom. Gemess banget gua...buruan download...",5,aplikasi kelewatan banget bagusnyaeditan fotonya sempurna foto terima situs penjualan online berkat pakai aplikasi lightroom gemess banget guaburuan download,2
1157,"Recomended banget buat yg hobby photography, ngedit simple dengan banyak fitur membuat gambar jadi lebih cinnematic & kece",5,recomended banget yg hobby photography ngedit simple fitur gambar cinnematic kece,2
1158,"Maaf , kok ini saya update jadi gak ada split tone nya yaa.. Padahal split tone sgt membantu bgt buat menyesuaikan warna fotonya..",2,maaf update split tone nya yaa split tone sgt membantu banget menyesuaikan warna fotonya,0
1159,"Editannya bagus, tapi kok baru 1 bln instal, susah import, gagal terus. Hp juga baru, sinyal fine2 aja, memory juga longgar. Wtf?",2,editannya bagus bln instal susah import gagal hp sinyal fine memory longgar wtf,0
1160,Banyak yang bilang habis masuk aplikasi keluar lagi sebenarnya aplikasi ini tidak menggunakan data gais jadi klo klean aktifkan data klean otomatis akan keluar atau muncul warna putih di gambar jadi klean yang mau pake aplikasi ini matikan data atau WiFi klean biar gak ngebug ini aplikasih yang bagus jadi klean jangan asal komentar,5,bilang habis masuk aplikasi aplikasi data gais klean aktifkan data klean otomatis muncul warna putih gambar klean pake aplikasi matikan data wifi klean ngebug aplikasih bagus klean komentar,2
1161,"TOLONG DIPERBAIKI. Yakali mau login pake akun adobe gabisa mulu, keterangan nya ""terjadi kesalahan SSL saat autentikasi"" apaan dah, udah seminggu gini terus project jadi ketunda numpuk, bahkan ad yang dibatalkan, rugi saya jadinya.",1,tolong diperbaiki yakali login pake akun adobe gabisa mulu keterangan nya kesalahan ssl autentikasi dah seminggu gini project ketunda numpuk ad dibatalkan rugi,0
1162,"aplikasi lightroomnya bagussss banget💞 bisa ngubah warna gitu..Aku suka banget sama lightroom,aku saranin yah buat kalian yang gak ngerti ngeditnya.Kalian cari aaja di youtube tutorial cara mengedit di aplikasi lightroom, Pokoknya The Best Banget,Cuma ini satusatunya Aplikasi pengedit yg perfect Bngt😍 thanks you LIGHTROOM💚",5,aplikasi lightroomnya baguss banget ngubah warna begituaku suka banget lightroomsaya saranin yah ngerti ngeditnyakalian cari aaja youtube tutorial mengedit aplikasi lightroom pokoknya the best bangetcuma satusatunya aplikasi pengedit yg perfect bngt thanks you lightroom,2
1163,buat yang baru pemula sebaiknya jang dulu di dwnload soalx ini fiturnya bakal buat kalian bingung tapi soal efek dan kualitas jangan ditanya ini apk bagus banget.. gua recommended deh,5,pemula jang dwnload soalx fiturnya bingung efek kualitas aplikasi bagus banget gua recommended deh,2
1164,Udah lama pengguna lightroom tapi untuk baru baru ini preset tiba tiba hilang foto jadi hitam ndak bisa di buka foto di galeri ikut hilang. Gimana caranya ngembalikannya 😭,2,udah pengguna lightroom preset hilang foto hitam ndak buka foto galeri hilang gimana ngembalikannya,0
1165,"Kecewa bgt gue abis di upgrade ngga malah makin bagus tapi malah error, masa ga bisa buat nge save preset, tiap mau disave keluar mulu ah aplikasi goblog dah nih",1,kecewa banget abis upgrade ngga bagus error nge save preset disave mulu ah aplikasi goblog dah,0
1166,"aplikasi SIALAN. sudah di instal, mau menggunakannya tidak bisa. minta email, sudah dikasi bermacam email, tapi nggak nerima. Aplikasi TOLOL...JANGAN KALIAN DOWNLOAD, NTAR KALIAN RUGI..",1,aplikasi sialan instal menggunakannya email dikasi email nerima aplikasi tololjangan download ntar rugi,0
1167,"Aplikasi editor terrecomended, bikin foto jadi lebih berkualitas, tapi memang benar mohon untuk lightroom agar bisa menyimpan preset buatan sendiri",5,aplikasi editor terrecomended bikin foto berkualitas mohon lightroom menyimpan preset buatan,2
1168,"Saran, mending untuk fitur selective agar disamakan seperti selective-nya sn*pseed biar lebih muda aja. Overal untuk fitur"" lightroom lainnya good lah 👌",4,saran mending fitur selective disamakan selectivenya snpseed muda overal fitur lightroom good,2
1169,"Suka versi lama di banding versi terbaru malah skrang butuh ruang 800 mb untuk meyimpan foto yang stlah di edit,,mohon di perbaiki lagi gan,,",1,suka versi banding versi terbaru skrang butuh ruang mb meyimpan foto stlah mengeditmohon perbaiki gan,0
1170,"Saya suka karena apk ini bisa membuat ft yang biasa menjadi lebih menarik,, jika kita ingin ft yang menarik perlu kamera yang bagus pula tetapi menggunakan apk ini saya hanya bermodal hp biasa bisa memiliki ft yang menarik",5,suka aplikasi ft menarik ft menarik kamera bagus aplikasi bermodal hp memiliki ft menarik,2
1171,"Tolong diperbaiki dong, mau ngedit jadinya nggak jadi karna preset nya punya ku ngga muncul. Jadi nggak jadi ngedit deh, tolong perbaikan secepatnya... 😥😓😞😣🙏",1,tolong diperbaiki ngedit karna preset nya ku ngga muncul ngedit deh tolong perbaikan secepatnya,0
1172,"Yang admin tolong perbaiki dong Lightroomnya aku udah menginstal tapi kok kembali lagi install padahal ruang penyimpanan gak penuh☹️kan capek bolak balik install habisin kuota doang, pliss dong perbaiki aku mau ngedit² susah...tolong Yasa berbaiki😰aku sudah suka banget sama aplikasinya tapi kok kembali install lagi plissssssssss perbaiki tolong😢",1,admin tolong perbaiki lightroomnya menginstal install ruang penyimpanan penuhkan capek bolak install habisin kuota doang pliss perbaiki ngedit susahtolong yasa berbaikiaku suka banget aplikasinya install plissssssss perbaiki tolong,0
1173,Aplikasinya bagus.. Tapi kok skrng udh gk bisa tambah foto lgi ...dan susah makenya skrng..mohon diperbaiki lgi Apliksainya sya hapus aja Ntar klo udh di perbaiki didwonload lagi😊😃😄,2,aplikasinya bagus skrng gk foto lgi susah makenya skrngmohon diperbaiki lgi apliksainya sya hapus ntar perbaiki didwonload,0
1174,Wahhhh apknya bagussss bangettttttt kita bisa mengedit foto menjadi astetic 🖤 aku sukaaaaaa bangettttttt Ama apk ini aku bisa buat filter apapun apalagi filter indie kid suka banget😘 dan juga kita bisa buat video di sini buat kalian yg mau donwload jangan lupa yah!!! Bye,5,wahh apknya baguss bangettttt mengedit foto astetic sukaaaa bangettttt ama aplikasi filter apapun filter indie kid suka banget video yg donwload lupa yah bye,2
1175,"mau tambah foto ke lightroom gabisa terus, gagal import, udah di uninstal dan di instal lagi tetep gabisa. mohon diperbaiki!",2,foto lightroom gabisa gagal import uninstal instal tetep gabisa mohon diperbaiki,0
1176,kurang bagus editan nya mantap yg lightroom yg pertama keluar versi lama tolong dong yg versi lama aja lebih mudah dan hasilnya memuaskan,1,bagus editan nya mantap yg lightroom yg versi tolong yg versi mudah hasilnya memuaskan,0
1177,App sudah bagus tapi sayang. hasil edititan nya masih kurang tajam dibanding lumafusion. saran tolong kebangkan lagi supaya hasil editan lebih bagus dan baik.,4,app bagus sayang hasil edititan nya tajam dibanding lumafusion saran tolong kebangkan hasil editan bagus,2
1178,"Keren banget lo aplikasinya, tapi kenapa sekarang pas mau nyimpa hasil editan ke perangkat nyimpannya lama banget, sampe sehari baru kesimpen ke perangkat",4,keren banget lo aplikasinya pa nyimpa hasil editan perangkat nyimpannya banget sampe sehari kesimpen perangkat,2
1179,"Aplikasinya mempersulit kita setelah update, terpaksa saya hapus aplikasinya krn sudah tdk bagus lagi. Pihak development silhkn tdk lama lagi aplkasix akan turun rating.",1,aplikasinya mempersulit update terpaksa hapus aplikasinya bagus development silhkn aplkasix turun rating,0
1180,"Lightroom merupakan aplikasi yang digunakan untuk mengedit foto, dengan aplikasi ini kalian dapat menambah dan mengurangi kelebihan maupun kekurangan dalam foto kalian, menurut saya aplikasi ini memuaskan dan simpel👍",3,lightroom aplikasi mengedit foto aplikasi menambah mengurangi kelebihan kekurangan foto aplikasi memuaskan simpel,1
1181,"Kenapa kalo setiap mau login/daftar selalu terjadi kesalahan yaa, jadi nya ga bisa akses aplikasi. tolong developer perbaiki masalah login/daftar mohon bantuannya!!!!??",2,logindaftar kesalahan yaa nya akses aplikasi tolong developer perbaiki logindaftar mohon bantuannya,0
1182,"Good job! Setelah baca ulasan feeling gabakal bisa buka apk sambil ngebatin kalau aja gabisa dibuka males dah mwnding uninstal Eh ternyata oh ternyata bisa tuh, dan ketika buka apk udah posisi log in, semua foto editan jg masih utub",5,good job baca ulasan feeling gabakal buka aplikasi ngebatin gabisa dibuka male dah mwnding uninstal eh oh buka aplikasi posisi log in foto editan utub,2
1183,"Gara gara update terbaru jadi suka nge lag, foto di album pada hilang, kalo eksport gabisa terus.",1,gara gara update terbaru suka nge lag foto album hilang eksport gabisa,0
1184,"Saya seneng sama Lr, cuma galeri sering ga bisa di buka setelah editing, bahkan gambar hasil editingnya bures, itu kenapa ya?",3,seneng lr galeri buka editing gambar hasil editingnya bures ya,1
1185,"aplikasi yg aneh,sudah di login berkali2 padahal pass benar tapi tidak valid2 manyulitkan,tolong di perbaiki!",1,aplikasi yg anehsudah login berkali pas valid manyulitkantolong perbaiki,0
1186,"Setelah di update malah error, mau login pake semua yg tertera tetep gabisa, udah di unistal tetep aja... KECEWA ASLI",1,update error login pake yg tertera tetep gabisa unistal tetep kecewa asli,0
1187,"Awalnya sih bingung kok susah banget updatenya, tapi setelah dipahami sekali lagi aplikasi ini sangat berguna buat kita apa lagi buat orang yang suka foto. Dan hasilnya pun keren banget",5,sih bingung susah banget updatenya dipahami aplikasi berguna orang suka foto hasilnya keren banget,2
1188,"Akun yanh saya gunakan untuk berlangganan memgalami bug, saya tidak bisa mengedit foto. Setiap akan mengimpor foto aplikasi akan memgalami force close",1,akun yanh berlangganan memgalami bug mengedit foto mengimpor foto aplikasi memgalami force close,0
1189,Rekomendasi bgt nihh buat para editor foto aplikasi ini bnyk fitur dan fungsi yg mnarik sehingga tidak mengecewakanlah.,5,rekomendasi banget nihh editor foto aplikasi fitur fungsi yg mnarik mengecewakanlah,2
1190,"Percuma punya akun, pas mau login pakai hp lain malah hilang semua preset nya, pas apk ini diinstal ulang hilang semua juga preset nya, dikira gampang apa buat preset!",1,akun pa login pakai hp hilang preset nya pa aplikasi diinstal ulang hilang preset nya gampang preset,0
1191,Gagal memuat versi pengembangan maksudnya kenpaa fto sya sudah tersimpan tidak bisa di buka. Tolong segera di perbaiki. Trimakasih,4,gagal memuat versi pengembangan maksudnya kenpaa fto sya tersimpan buka tolong perbaiki trimakasih,2
1192,"Admin admin, saya bingung ama split tone sekrang. mana terbaru😥ngeditnya susah, bagusan apk wktu itu split tone nya beda. bingung jadinya.",2,admin admin bingung ama split tone sekrang terbarungeditnya susah bagusan aplikasi wktu split tone nya beda bingung,0
1193,Aplikasi ini baguss banget bisa menghasilkan foto yg keren Apa lagi fiturnya bagus semuanya bagus Ini juga bisa di eksport kok bisa di simpan ke galery good job deh pokoknya👍👍,5,aplikasi baguss banget menghasilkan foto yg keren fiturnya bagus bagus eksport simpan galery good job deh pokoknya,2
